VSG,cluster,degree,n
Tb427_000246500:pseudogene,716,10,41
Tb427_000247200,647,2,6
Tb427_000247600:pseudogene,230,6,8
Tb427_000247800:pseudogene,705,181,182
Tb427_000248000,849,2,3
Tb427_000248300:pseudogene,850,1,2
Tb427_000249000:pseudogene,647,2,6
Tb427_000249100,838,2,3
Tb427_000249400:pseudogene,728,3,15
Tb427_000249600,812,3,5
Tb427_000250300,851,5,8
Tb427_000250600:pseudogene,424,4,5
Tb427_000252400,940,90,126
Tb427_000253400,839,2,5
Tb427_000253600:pseudogene,705,181,182
Tb427_000254000,852,1,2
Tb427_000254200,940,90,126
Tb427_000254800:pseudogene,705,154,182
Tb427_000255700,732,5,6
Tb427_000255900:pseudogene,705,181,182
Tb427_000256300:pseudogene,703,10,37
Tb427_000256400:pseudogene,726,4,15
Tb427_000256800:pseudogene,853,1,2
Tb427_000257500:pseudogene,940,109,126
Tb427_000257700:pseudogene,728,1,15
Tb427_000257800:pseudogene,707,129,129
Tb427_000257900:pseudogene,939,68,71
Tb427_000258100:pseudogene,824,79,80
Tb427_000258200:pseudogene,825,89,90
Tb427_000258500:pseudogene,778,12,13
Tb427_000259000,854,19,20
Tb427_000259200,155,3,4
Tb427_000259400:pseudogene,855,2,3
Tb427_000261400,46,5,8
Tb427_000261500:pseudogene,717,9,10
Tb427_000263500:pseudogene,743,3,4
Tb427_000264400,827,3,4
Tb427_000264600,830,3,4
Tb427_000265500:pseudogene,856,2,3
Tb427_000265700,423,7,10
Tb427_000267400,857,1,2
Tb427_000268200:pseudogene,728,1,15
Tb427_000268500,940,90,126
Tb427_000268600,786,92,93
Tb427_000268800,825,89,90
Tb427_000268900:pseudogene,824,79,80
Tb427_000269000:pseudogene,834,64,66
Tb427_000269100:pseudogene,939,70,71
Tb427_000269200:pseudogene,707,129,129
Tb427_000269400:pseudogene,858,3,12
Tb427_000269600:pseudogene,706,106,112
Tb427_000270200:pseudogene,707,129,129
Tb427_000270400:pseudogene,706,107,112
Tb427_000270700:pseudogene,706,107,112
Tb427_000271100:pseudogene,786,92,93
Tb427_000271400:pseudogene,705,181,182
Tb427_000271700:pseudogene,115,3,5
Tb427_000271900,859,1,2
Tb427_000272800:pseudogene,706,107,112
Tb427_000273700,786,92,93
Tb427_000273900,825,89,90
Tb427_000274500:pseudogene,825,89,90
Tb427_000274700:pseudogene,786,92,93
Tb427_000275400,786,92,93
Tb427_000275600,825,89,90
Tb427_000275900,705,168,182
Tb427_000276300,825,89,90
Tb427_000276600,786,92,93
Tb427_000277500:pseudogene,707,129,129
Tb427_000277800,786,92,93
Tb427_000278000:pseudogene,825,89,90
Tb427_000278200,940,83,126
Tb427_000279500:pseudogene,705,181,182
Tb427_000281000:pseudogene,687,7,10
Tb427_000281300,749,1,2
Tb427_000281700:pseudogene,821,2,3
Tb427_000282700:pseudogene,650,3,5
Tb427_000282800,230,2,8
Tb427_000283400:pseudogene,705,159,182
Tb427_000283500:pseudogene,712,7,14
Tb427_000283700,112,2,5
Tb427_000284200,246,4,6
Tb427_000284900:pseudogene,718,5,6
Tb427_000285100,786,92,93
Tb427_000285600:pseudogene,706,107,112
Tb427_000286000:pseudogene,706,107,112
Tb427_000286300:pseudogene,706,107,112
Tb427_000286700:pseudogene,706,107,112
Tb427_000287000:pseudogene,707,129,129
Tb427_000287300:pseudogene,706,107,112
Tb427_000288000:pseudogene,707,129,129
Tb427_000288100:pseudogene,939,70,71
Tb427_000288200:pseudogene,834,65,66
Tb427_000288300:pseudogene,824,79,80
Tb427_000288400:pseudogene,825,89,90
Tb427_000289100:pseudogene,729,9,11
Tb427_000289200,531,2,3
Tb427_000289700,298,5,6
Tb427_000289800:pseudogene,860,2,3
Tb427_000289900,628,3,6
Tb427_000290000,628,3,6
Tb427_000290100:pseudogene,940,109,126
Tb427_000290500:pseudogene,161,12,48
Tb427_000291400,164,2,4
Tb427_000291600:pseudogene,861,1,3
Tb427_000291900:pseudogene,709,25,41
Tb427_000292000,843,2,3
Tb427_000292500:pseudogene,796,3,24
Tb427_000292900,440,4,6
Tb427_000293100,862,1,2
Tb427_000293600:pseudogene,27,5,6
Tb427_000293900:pseudogene,863,2,3
Tb427_000294600,940,85,126
Tb427_000295400,277,5,6
Tb427_000295800:pseudogene,705,181,182
Tb427_000296500,864,1,2
Tb427_000297900:pseudogene,940,109,126
Tb427_000298000,809,2,3
Tb427_000298100:pseudogene,865,5,6
Tb427_000298300,666,6,9
Tb427_000298400:pseudogene,704,8,10
Tb427_000299100:pseudogene,940,109,126
Tb427_000299200:pseudogene,52,2,3
Tb427_000299500:pseudogene,704,9,10
Tb427_000301100,760,1,2
Tb427_000301700:pseudogene,866,2,3
Tb427_000301900:pseudogene,705,181,182
Tb427_000302000:pseudogene,821,2,3
Tb427_000302800:pseudogene,867,3,4
Tb427_000303700:pseudogene,705,181,182
Tb427_000304000:pseudogene,867,3,4
Tb427_000304700:pseudogene,826,4,5
Tb427_000304800:pseudogene,778,12,13
Tb427_000305100,691,2,5
Tb427_000305200:pseudogene,729,9,11
Tb427_000305300:pseudogene,752,5,10
Tb427_000305700:pseudogene,705,181,182
Tb427_000305800:pseudogene,525,4,5
Tb427_000305900:pseudogene,729,9,11
Tb427_000306200,868,2,3
Tb427_000306600,705,103,182
Tb427_000306700,705,131,182
Tb427_000307700,705,104,182
Tb427_000307800,705,131,182
Tb427_000307900,869,1,2
Tb427_000308000:pseudogene,870,1,2
Tb427_000308300:pseudogene,746,5,6
Tb427_000309000:pseudogene,729,9,11
Tb427_000309300:pseudogene,940,27,126
Tb427_000309900:pseudogene,709,33,41
Tb427_000310300:pseudogene,705,181,182
Tb427_000310700:pseudogene,707,129,129
Tb427_000310800:pseudogene,834,65,66
Tb427_000310900:pseudogene,824,79,80
Tb427_000311000:pseudogene,825,89,90
Tb427_000311300:pseudogene,778,12,13
Tb427_000312200:pseudogene,712,7,14
Tb427_000312900,774,1,2
Tb427_000313000,731,2,4
Tb427_000313500,656,1,2
Tb427_000314300:pseudogene,844,3,4
Tb427_000314900:pseudogene,423,4,10
Tb427_000315200:pseudogene,669,1,2
Tb427_000315400:pseudogene,871,1,3
Tb427_000316000:pseudogene,752,3,10
Tb427_000316500,796,15,24
Tb427_000316900,796,13,24
Tb427_000318200:pseudogene,872,1,2
Tb427_000318900,687,3,10
Tb427_000319000,192,6,10
Tb427_000319200,840,2,5
Tb427_000320300:pseudogene,473,2,5
Tb427_000320400:pseudogene,726,7,15
Tb427_000321300:pseudogene,795,1,2
Tb427_000321800:pseudogene,815,1,2
Tb427_000322100:pseudogene,873,1,2
Tb427_000322600:pseudogene,742,2,3
Tb427_000323000:pseudogene,705,181,182
Tb427_000323500:pseudogene,423,8,10
Tb427_000323900,811,4,5
Tb427_000324000,874,1,2
Tb427_000324200:pseudogene,674,11,12
Tb427_000324600:pseudogene,875,1,2
Tb427_000324700:pseudogene,716,7,41
Tb427_000325100,827,3,4
Tb427_000325900:pseudogene,705,181,182
Tb427_000326400,876,1,2
Tb427_000326800,161,7,48
Tb427_000328100,940,90,126
Tb427_000328300,705,168,182
Tb427_000329200:pseudogene,754,1,3
Tb427_000329900,877,1,2
Tb427_000330400:pseudogene,647,3,6
Tb427_000331000,811,4,5
Tb427_000331600:pseudogene,940,109,126
Tb427_000332900:pseudogene,716,3,41
Tb427_000333100:pseudogene,705,181,182
Tb427_000333500:pseudogene,873,1,2
Tb427_000334000,940,85,126
Tb427_000334100,705,168,182
Tb427_000334400,705,168,182
Tb427_000335100:pseudogene,729,8,11
Tb427_000335200:pseudogene,525,4,5
Tb427_000335400:pseudogene,856,2,3
Tb427_000335600:pseudogene,802,2,4
Tb427_000335800,575,3,4
Tb427_000336500:pseudogene,690,3,4
Tb427_000336700,688,2,3
Tb427_000338400:pseudogene,940,109,126
Tb427_000338700,145,7,17
Tb427_000339500,878,1,2
Tb427_000339700,705,131,182
Tb427_000340500:pseudogene,879,1,2
Tb427_000340700:pseudogene,738,5,7
Tb427_000340900:pseudogene,725,2,3
Tb427_000342000:pseudogene,716,1,41
Tb427_000342100,740,1,5
Tb427_000342200:pseudogene,314,3,4
Tb427_000342500,880,3,4
Tb427_000342600:pseudogene,881,2,3
Tb427_000343400:pseudogene,705,181,182
Tb427_000343500:pseudogene,882,1,2
Tb427_000343700,835,1,2
Tb427_000343900,437,1,2
Tb427_000344200:pseudogene,707,129,129
Tb427_000344300:pseudogene,939,70,71
Tb427_000344400:pseudogene,834,65,66
Tb427_000344500:pseudogene,824,79,80
Tb427_000344600,825,89,90
Tb427_000344800:pseudogene,703,4,37
Tb427_000345000,705,131,182
Tb427_000345100,705,106,182
Tb427_000346200,828,2,3
Tb427_000346300,745,4,8
Tb427_000346600:pseudogene,746,5,6
Tb427_000346700,822,2,3
Tb427_000347100:pseudogene,240,7,8
Tb427_000347700,883,18,19
Tb427_000347800:pseudogene,786,92,93
Tb427_000348000:pseudogene,825,89,90
Tb427_000348100:pseudogene,824,79,80
Tb427_000348200:pseudogene,834,64,66
Tb427_000348300:pseudogene,706,107,112
Tb427_000349100,777,1,5
Tb427_000349500,854,19,20
Tb427_000349700,155,3,4
Tb427_000349900,855,2,3
Tb427_000350500:pseudogene,796,6,24
Tb427_000352400:pseudogene,866,2,3
Tb427_000353700,46,4,8
Tb427_000353800:pseudogene,717,9,10
Tb427_000353900:pseudogene,718,5,6
Tb427_000354700:pseudogene,499,3,4
Tb427_000354800,30,3,4
Tb427_000355000,112,3,5
Tb427_000355200,712,7,14
Tb427_000356000,705,168,182
Tb427_000356700:pseudogene,884,1,2
Tb427_000356900,741,1,4
Tb427_000357900:pseudogene,833,1,2
Tb427_000358100:pseudogene,716,6,41
Tb427_000358500,854,19,20
Tb427_000359000:pseudogene,846,8,9
Tb427_000359400,703,11,37
Tb427_000359900,387,1,2
Tb427_000360700,277,4,6
Tb427_000361800:pseudogene,245,9,10
Tb427_000361900:pseudogene,246,4,6
Tb427_000362100,885,3,4
Tb427_000362400:pseudogene,710,4,5
Tb427_000363000:pseudogene,886,1,3
Tb427_000363100,723,3,4
Tb427_000363600:pseudogene,887,1,2
Tb427_000363800:pseudogene,803,1,2
Tb427_000363900,332,2,3
Tb427_000364700:pseudogene,4,2,6
Tb427_000365000:pseudogene,819,2,3
Tb427_000365100:pseudogene,740,3,5
Tb427_000365200:pseudogene,888,2,3
Tb427_000365400:pseudogene,687,7,10
Tb427_000365600,889,1,2
Tb427_000366400:pseudogene,705,181,182
Tb427_000366500:pseudogene,502,2,3
Tb427_000366700:pseudogene,777,2,5
Tb427_000367100:pseudogene,854,19,20
Tb427_000367200,639,1,2
Tb427_000367600:pseudogene,890,2,3
Tb427_000368500,674,11,12
Tb427_000369300:pseudogene,763,1,8
Tb427_000369700:pseudogene,766,5,6
Tb427_000370500,864,1,2
Tb427_000370600,511,4,5
Tb427_000372500:pseudogene,839,4,5
Tb427_000372600:pseudogene,891,2,3
Tb427_000373900:pseudogene,940,108,126
Tb427_000375600,597,3,4
Tb427_000376500:pseudogene,705,181,182
Tb427_000376900:pseudogene,861,2,3
Tb427_000377100:pseudogene,707,129,129
Tb427_000378300:pseudogene,728,4,15
Tb427_000378700:pseudogene,706,28,112
Tb427_000378900:pseudogene,753,4,5
Tb427_000379300:pseudogene,717,9,10
Tb427_000379800:pseudogene,940,109,126
Tb427_000381000:pseudogene,4,4,6
Tb427_000381300:pseudogene,819,2,3
Tb427_000381400,383,1,2
Tb427_000381500:pseudogene,740,3,5
Tb427_000381600:pseudogene,888,2,3
Tb427_000381800:pseudogene,687,7,10
Tb427_000381900:pseudogene,582,5,6
Tb427_000382100:pseudogene,889,1,2
Tb427_000382700:pseudogene,674,11,12
Tb427_000383200:pseudogene,716,13,41
Tb427_000383700:pseudogene,796,2,24
Tb427_000384200:pseudogene,940,109,126
Tb427_000384700:pseudogene,711,8,9
Tb427_000385700,892,1,2
Tb427_000385900:pseudogene,705,181,182
Tb427_000387100,893,1,2
Tb427_000387800,869,1,2
Tb427_000387900:pseudogene,870,1,2
Tb427_000388200:pseudogene,746,5,6
Tb427_000389000,790,2,3
Tb427_000389300,894,1,2
Tb427_000389500:pseudogene,772,1,2
Tb427_000389900:pseudogene,707,129,129
Tb427_000390000:pseudogene,939,63,71
Tb427_000390200:pseudogene,705,159,182
Tb427_000390300:pseudogene,125,4,5
Tb427_000391400:pseudogene,837,1,2
Tb427_000391900,895,1,2
Tb427_000392900:pseudogene,705,160,182
Tb427_000393300,836,1,2
Tb427_000393400,432,5,7
Tb427_000393500,432,5,7
Tb427_000394100:pseudogene,896,1,2
Tb427_000394300:pseudogene,705,181,182
Tb427_000394600,205,1,3
Tb427_000394800:pseudogene,709,29,41
Tb427_000395100:pseudogene,817,1,2
Tb427_000395900:pseudogene,709,29,41
Tb427_000396900,849,2,3
Tb427_000397100,897,3,4
Tb427_000397200,850,1,2
Tb427_000398200,796,9,24
Tb427_000398500:pseudogene,940,109,126
Tb427_000398600:pseudogene,882,1,2
Tb427_000398700,898,1,2
Tb427_000399700:pseudogene,703,23,37
Tb427_000400100:pseudogene,940,109,126
Tb427_000400200:pseudogene,705,181,182
Tb427_000400800:pseudogene,34,7,14
Tb427_000401000:pseudogene,650,1,5
Tb427_000401300:pseudogene,743,3,4
Tb427_000402300:pseudogene,709,22,41
Tb427_000402600:pseudogene,755,3,4
Tb427_000402700,782,2,3
Tb427_000403300,757,3,4
Tb427_000403400:pseudogene,886,1,3
Tb427_000403700:pseudogene,707,129,129
Tb427_000403800:pseudogene,939,70,71
Tb427_000404000:pseudogene,824,79,80
Tb427_000404100:pseudogene,825,89,90
Tb427_000404300:pseudogene,778,12,13
Tb427_000404600:pseudogene,854,19,20
Tb427_000404800,155,3,4
Tb427_000405000:pseudogene,855,2,3
Tb427_000405500:pseudogene,716,9,41
Tb427_000405700:pseudogene,861,1,3
Tb427_000407100,723,3,4
Tb427_000407600,887,1,2
Tb427_000408000:pseudogene,813,2,3
Tb427_000408900:pseudogene,841,3,4
Tb427_000409000,899,2,3
Tb427_000409900,900,1,2
Tb427_000410700:pseudogene,890,2,3
Tb427_000412100:pseudogene,788,4,5
Tb427_000412200:pseudogene,705,181,182
Tb427_000412300:pseudogene,703,3,37
Tb427_000412500,851,5,8
Tb427_000412600,851,4,8
Tb427_000412800:pseudogene,709,30,41
Tb427_000413100:pseudogene,728,4,15
Tb427_000413600:pseudogene,796,5,24
Tb427_000413700:pseudogene,820,2,3
Tb427_000415100:pseudogene,830,3,4
Tb427_000415800:pseudogene,828,2,3
Tb427_000416100,732,4,6
Tb427_000416200:pseudogene,731,3,4
Tb427_000416300:pseudogene,527,3,4
Tb427_000416400,76,3,4
Tb427_000416900:pseudogene,705,155,182
Tb427_000417100:pseudogene,705,154,182
Tb427_000417500:pseudogene,764,2,3
Tb427_000417600,38,8,9
Tb427_000417900:pseudogene,743,3,4
Tb427_000418800:pseudogene,157,5,6
Tb427_000419900,901,1,2
Tb427_000420000,902,1,2
Tb427_000420200,897,3,4
Tb427_000420400,288,2,3
Tb427_000420500,2,3,6
Tb427_000420600,903,1,2
Tb427_000420800:pseudogene,721,2,3
Tb427_000421000:pseudogene,705,181,182
Tb427_000421100:pseudogene,904,1,2
Tb427_000421900:pseudogene,891,1,3
Tb427_000422400:pseudogene,705,158,182
Tb427_000423700,905,2,3
Tb427_000424300:pseudogene,705,181,182
Tb427_000424700:pseudogene,746,5,6
Tb427_000424900,843,2,3
Tb427_000425000,416,3,4
Tb427_000425400,906,2,3
Tb427_000425700:pseudogene,716,12,41
Tb427_000425900:pseudogene,705,181,182
Tb427_000426400,298,4,6
Tb427_000426700:pseudogene,871,1,3
Tb427_000427000,814,1,2
Tb427_000427100,823,1,2
Tb427_000427200:pseudogene,240,6,8
Tb427_000429100:pseudogene,766,4,6
Tb427_000429200,765,4,5
Tb427_000429300:pseudogene,764,2,3
Tb427_000429500,851,5,8
Tb427_000429600,851,4,8
Tb427_000429800,705,169,182
Tb427_000430000,907,1,2
Tb427_000430200:pseudogene,940,86,126
Tb427_000430400:pseudogene,728,3,15
Tb427_000431300,878,1,2
Tb427_000431400:pseudogene,940,109,126
Tb427_000432000:pseudogene,879,1,2
Tb427_000432300:pseudogene,748,4,5
Tb427_000432600,904,1,2
Tb427_000432900:pseudogene,738,5,7
Tb427_000434400:pseudogene,872,1,2
Tb427_000434700,262,4,5
Tb427_000435500,854,19,20
Tb427_000435700:pseudogene,705,181,182
Tb427_000436400:pseudogene,940,28,126
Tb427_000436700,940,3,126
Tb427_000437800,868,2,3
Tb427_000438100:pseudogene,752,5,10
Tb427_000438500:pseudogene,705,181,182
Tb427_000438600:pseudogene,709,8,41
Tb427_000439500:pseudogene,802,3,4
Tb427_000440300,262,4,5
Tb427_000440800:pseudogene,230,6,8
Tb427_000441100:pseudogene,705,181,182
Tb427_000441200:pseudogene,687,7,10
Tb427_000442500:pseudogene,840,2,5
Tb427_000442700:pseudogene,728,3,15
Tb427_000443100,940,85,126
Tb427_000443400:pseudogene,246,4,6
Tb427_000443600:pseudogene,885,3,4
Tb427_000443900,940,85,126
Tb427_000445000:pseudogene,707,129,129
Tb427_000445100:pseudogene,834,26,66
Tb427_000445200:pseudogene,824,79,80
Tb427_000445300,825,89,90
Tb427_000445500:pseudogene,778,12,13
Tb427_000445600:pseudogene,826,4,5
Tb427_000446000,854,19,20
Tb427_000446700:pseudogene,841,2,4
Tb427_000446800,899,2,3
Tb427_000447000:pseudogene,716,1,41
Tb427_000447700:pseudogene,726,9,15
Tb427_000447800:pseudogene,840,2,5
Tb427_000448700:pseudogene,816,1,2
Tb427_000448900,827,3,4
Tb427_000449200,572,2,3
Tb427_000449300:pseudogene,367,2,3
Tb427_000449900:pseudogene,813,2,3
Tb427_000450800:pseudogene,841,3,4
Tb427_000450900,899,2,3
Tb427_000451800:pseudogene,744,4,5
Tb427_000452100:pseudogene,848,4,5
Tb427_000452300,940,91,126
Tb427_000452500:pseudogene,30,2,4
Tb427_000452600:pseudogene,499,3,4
Tb427_000452700,793,1,2
Tb427_000452800:pseudogene,709,24,41
Tb427_000454200,511,4,5
Tb427_000454500:pseudogene,705,181,182
Tb427_000454700:pseudogene,705,181,182
Tb427_000454900:pseudogene,716,9,41
Tb427_000455200:pseudogene,846,8,9
Tb427_000455700,848,4,5
Tb427_000455900:pseudogene,908,1,2
Tb427_000456600,940,83,126
Tb427_000456800:pseudogene,909,1,2
Tb427_000457000:pseudogene,687,9,10
Tb427_000457500:pseudogene,262,4,5
Tb427_000458400:pseudogene,732,4,6
Tb427_000458600:pseudogene,230,6,8
Tb427_000459000:pseudogene,473,3,5
Tb427_000459400:pseudogene,940,109,126
Tb427_000459800,804,1,2
Tb427_000460400:pseudogene,838,2,3
Tb427_000461600:pseudogene,853,1,2
Tb427_000462500:pseudogene,798,6,7
Tb427_000463300:pseudogene,910,2,3
Tb427_000463700,794,2,3
Tb427_000464100,940,85,126
Tb427_000464200,940,85,126
Tb427_000465600,745,5,8
Tb427_000465700,745,5,8
Tb427_000466300,851,7,8
Tb427_000467500:pseudogene,389,5,7
Tb427_000467800:pseudogene,738,5,7
Tb427_000468100,765,4,5
Tb427_000469000:pseudogene,716,6,41
Tb427_000471300,735,1,2
Tb427_000471500,911,2,3
Tb427_000471600,705,169,182
Tb427_000471900:pseudogene,711,8,9
Tb427_000472200,377,1,3
Tb427_000472700:pseudogene,849,2,3
Tb427_000473100:pseudogene,940,109,126
Tb427_000473300,585,3,4
Tb427_000474500,121,4,8
Tb427_000474800,796,13,24
Tb427_000475100,721,2,3
Tb427_000476600:pseudogene,423,7,10
Tb427_000477000:pseudogene,529,6,7
Tb427_000477300:pseudogene,844,3,4
Tb427_000478200:pseudogene,674,11,12
Tb427_000478400:pseudogene,912,3,4
Tb427_000478800,736,1,8
Tb427_000479500,897,3,4
Tb427_000479700,902,1,2
Tb427_000479800:pseudogene,901,1,2
Tb427_000480800,854,19,20
Tb427_000481400:pseudogene,778,12,13
Tb427_000481600:pseudogene,825,89,90
Tb427_000481700:pseudogene,824,79,80
Tb427_000481800:pseudogene,834,64,66
Tb427_000481900:pseudogene,939,70,71
Tb427_000482000:pseudogene,707,129,129
Tb427_000483400:pseudogene,705,181,182
Tb427_000484300,940,90,126
Tb427_000484700:pseudogene,707,129,129
Tb427_000484800:pseudogene,939,70,71
Tb427_000484900:pseudogene,834,65,66
Tb427_000485000:pseudogene,824,79,80
Tb427_000485100,825,89,90
Tb427_000485300:pseudogene,786,92,93
Tb427_000485700,858,3,12
Tb427_000486100:pseudogene,913,1,2
Tb427_000486200:pseudogene,865,5,6
Tb427_000486600:pseudogene,709,13,41
Tb427_000487700,530,5,6
Tb427_000488000,868,2,3
Tb427_000488700,754,2,3
Tb427_000489400:pseudogene,880,3,4
Tb427_000489700:pseudogene,314,3,4
Tb427_000490100:pseudogene,846,8,9
Tb427_000490300:pseudogene,810,2,3
Tb427_000490600:pseudogene,712,4,14
Tb427_000490700:pseudogene,705,181,182
Tb427_000490800,809,2,3
Tb427_000491200:pseudogene,704,9,10
Tb427_000491800:pseudogene,940,109,126
Tb427_000492100,831,2,3
Tb427_000492200:pseudogene,703,17,37
Tb427_000492300:pseudogene,703,5,37
Tb427_000492500:pseudogene,888,2,3
Tb427_000492600:pseudogene,740,3,5
Tb427_000492700,832,2,3
Tb427_000493000,530,4,6
Tb427_000494000:pseudogene,161,1,48
Tb427_000494300,744,2,5
Tb427_000494700:pseudogene,245,9,10
Tb427_000494800:pseudogene,244,4,5
Tb427_000495200:pseudogene,940,109,126
Tb427_000495600:pseudogene,753,4,5
Tb427_000495700:pseudogene,752,1,10
Tb427_000495900:pseudogene,706,107,112
Tb427_000496000:pseudogene,858,5,12
Tb427_000496100:pseudogene,707,129,129
Tb427_000497300,786,92,93
Tb427_000497900:pseudogene,707,129,129
Tb427_000498200:pseudogene,706,107,112
Tb427_000498700:pseudogene,706,107,112
Tb427_000499100:pseudogene,706,107,112
Tb427_000499300:pseudogene,707,129,129
Tb427_000499400:pseudogene,939,70,71
Tb427_000499500:pseudogene,834,64,66
Tb427_000499600:pseudogene,824,79,80
Tb427_000499700:pseudogene,825,89,90
Tb427_000499900:pseudogene,786,92,93
Tb427_000500200:pseudogene,706,107,112
Tb427_000500700,115,3,5
Tb427_000501100:pseudogene,707,129,129
Tb427_000501500:pseudogene,786,92,93
Tb427_000501800:pseudogene,705,181,182
Tb427_000502100:pseudogene,826,4,5
Tb427_000502200,778,12,13
Tb427_000502400:pseudogene,825,89,90
Tb427_000502600:pseudogene,834,65,66
Tb427_000502700:pseudogene,707,129,129
Tb427_000503400:pseudogene,389,5,7
Tb427_000504100,705,147,182
Tb427_000504200:pseudogene,136,5,6
Tb427_000504700,277,3,6
Tb427_000504800:pseudogene,523,4,5
Tb427_000505100:pseudogene,705,181,182
Tb427_000505200:pseudogene,790,2,3
Tb427_000505400:pseudogene,290,4,5
Tb427_000506500:pseudogene,910,2,3
Tb427_000506900:pseudogene,369,2,3
Tb427_000507000:pseudogene,818,2,3
Tb427_000507100,914,1,2
Tb427_000507500:pseudogene,886,2,3
Tb427_000507900:pseudogene,736,5,8
Tb427_000508400:pseudogene,771,3,5
Tb427_000508900,705,105,182
Tb427_000509200:pseudogene,704,8,10
Tb427_000510200:pseudogene,863,2,3
Tb427_000510800:pseudogene,245,9,10
Tb427_000510900:pseudogene,244,4,5
Tb427_000511500:pseudogene,884,1,2
Tb427_000512000:pseudogene,796,6,24
Tb427_000512700,277,4,6
Tb427_000513200:pseudogene,940,109,126
Tb427_000513800,511,4,5
Tb427_000514100:pseudogene,161,4,48
Tb427_000514600,897,3,4
Tb427_000514900:pseudogene,940,109,126
Tb427_000515100:pseudogene,723,3,4
Tb427_000515500,758,1,2
Tb427_000515800:pseudogene,940,109,126
Tb427_000516100:pseudogene,777,2,5
Tb427_000516200:pseudogene,778,12,13
Tb427_000516400,825,89,90
Tb427_000516500:pseudogene,824,79,80
Tb427_000516600:pseudogene,834,65,66
Tb427_000516700:pseudogene,939,69,71
Tb427_000516800:pseudogene,707,129,129
Tb427_000517200,738,5,7
Tb427_000518300:pseudogene,709,27,41
Tb427_000518400:pseudogene,860,2,3
Tb427_000518900:pseudogene,192,1,10
Tb427_000519000:pseudogene,940,109,126
Tb427_000519200,851,7,8
Tb427_000520200,940,85,126
Tb427_000520400,705,169,182
Tb427_000520500:pseudogene,635,4,5
Tb427_000520600,783,1,2
Tb427_000520700:pseudogene,8,6,9
Tb427_000520900:pseudogene,635,4,5
Tb427_000521000:pseudogene,716,11,41
Tb427_000521600:pseudogene,940,109,126
Tb427_000521800:pseudogene,915,1,2
Tb427_000521900:pseudogene,881,2,3
Tb427_000522400:pseudogene,647,2,6
Tb427_000522500,839,3,5
Tb427_000522800,440,4,6
Tb427_000523000:pseudogene,705,125,182
Tb427_000523100,788,4,5
Tb427_000523500:pseudogene,757,3,4
Tb427_000524300:pseudogene,136,2,6
Tb427_000525200:pseudogene,777,4,5
Tb427_000525300:pseudogene,778,12,13
Tb427_000525500,825,89,90
Tb427_000525600:pseudogene,824,79,80
Tb427_000525800:pseudogene,939,70,71
Tb427_000525900:pseudogene,707,129,129
Tb427_000526200:pseudogene,709,18,41
Tb427_000526400:pseudogene,940,109,126
Tb427_000527200:pseudogene,846,8,9
Tb427_000527300,877,1,2
Tb427_000528100:pseudogene,246,4,6
Tb427_000528400,885,3,4
Tb427_000528600:pseudogene,782,2,3
Tb427_000529300:pseudogene,862,1,2
Tb427_000529500:pseudogene,423,8,10
Tb427_000530700:pseudogene,830,3,4
Tb427_000531200:pseudogene,709,20,41
Tb427_000531400:pseudogene,866,2,3
Tb427_000531500,568,1,2
Tb427_000531700:pseudogene,716,5,41
Tb427_000532800:pseudogene,712,11,14
Tb427_000532900:pseudogene,940,109,126
Tb427_000533200,848,4,5
Tb427_000534400:pseudogene,909,1,2
Tb427_000534600:pseudogene,687,9,10
Tb427_000535500,732,2,6
Tb427_000536100:pseudogene,690,3,4
Tb427_000536500,848,4,5
Tb427_000536700:pseudogene,908,1,2
Tb427_000537000,940,2,126
Tb427_000537100:pseudogene,788,4,5
Tb427_000537800:pseudogene,766,5,6
Tb427_000538000,859,1,2
Tb427_000539100,811,4,5
Tb427_000539600,425,2,4
Tb427_000539700:pseudogene,705,181,182
Tb427_000540500:pseudogene,874,1,2
Tb427_000540600,811,4,5
Tb427_000541000:pseudogene,423,8,10
Tb427_000541300:pseudogene,856,2,3
Tb427_000542600,896,1,2
Tb427_000542900,601,4,5
Tb427_000543300,440,4,6
Tb427_000544800:pseudogene,786,92,93
Tb427_000545300,684,1,2
Tb427_000545600:pseudogene,709,19,41
Tb427_000545900:pseudogene,97,2,6
Tb427_000546300:pseudogene,763,7,8
Tb427_000546500:pseudogene,784,2,3
Tb427_000546700:pseudogene,709,19,41
Tb427_000547400:pseudogene,389,5,7
Tb427_000547900,705,167,182
Tb427_000548300,771,3,5
Tb427_000548400:pseudogene,423,9,10
Tb427_000548600,796,13,24
Tb427_000549800:pseudogene,840,1,5
Tb427_000550000:pseudogene,911,2,3
Tb427_000550200:pseudogene,911,2,3
Tb427_000550500:pseudogene,916,1,2
Tb427_000551000:pseudogene,748,4,5
Tb427_000551200:pseudogene,940,109,126
Tb427_000551600:pseudogene,891,1,3
Tb427_000552100,161,5,48
Tb427_000552900:pseudogene,726,8,15
Tb427_000553000:pseudogene,703,11,37
Tb427_000553100:pseudogene,703,9,37
Tb427_000553300:pseudogene,890,2,3
Tb427_000554100:pseudogene,894,1,2
Tb427_000554900:pseudogene,711,8,9
Tb427_000555000,917,1,2
Tb427_000555100:pseudogene,705,181,182
Tb427_000555700:pseudogene,832,2,3
Tb427_000556100:pseudogene,714,1,2
Tb427_000556200:pseudogene,713,1,2
