VSG,cluster,degree,n
Tbb1125VSG-2955,713,8,12
Tbb1125VSG-2956,335,4,12
Tbb1125VSG-2957,617,3,5
Tbb1125VSG-2959,516,1,3
Tbb1125VSG-2961,733,2,13
Tbb1125VSG-2962,760,2,13
Tbb1125VSG-2963,61,4,8
Tbb1125VSG-2964,789,4,6
Tbb1125VSG-2966,554,5,10
Tbb1125VSG-2967,790,3,7
Tbb1125VSG-2968,705,2,6
Tbb1125VSG-2972,463,6,7
Tbb1125VSG-2974,75,1,2
Tbb1125VSG-2975,791,2,3
Tbb1125VSG-2976,792,1,2
Tbb1125VSG-2977,731,4,6
Tbb1125VSG-2978,551,11,17
Tbb1125VSG-2978.1,551,11,17
Tbb1125VSG-2979,793,4,5
Tbb1125VSG-2979.1,793,4,5
Tbb1125VSG-2983,119,4,5
Tbb1125VSG-2985,181,8,15
Tbb1125VSG-2986,114,3,6
Tbb1125VSG-2987,794,1,2
Tbb1125VSG-2987.1,794,1,2
Tbb1125VSG-2989,694,3,4
Tbb1125VSG-2990,795,1,2
Tbb1125VSG-2990.1,795,1,2
Tbb1125VSG-2991,476,1,2
Tbb1125VSG-2993,796,2,3
Tbb1125VSG-2994,730,3,4
Tbb1125VSG-2997,760,8,13
Tbb1125VSG-2998,332,5,15
Tbb1125VSG-2999,797,1,2
Tbb1125VSG-3000,336,2,4
Tbb1125VSG-3001,387,1,2
Tbb1125VSG-3002,448,5,6
Tbb1125VSG-3003,751,1,2
Tbb1125VSG-3004,798,3,5
Tbb1125VSG-3005,522,4,5
Tbb1125VSG-3006,358,3,9
Tbb1125VSG-3007,799,1,2
Tbb1125VSG-3008,800,1,2
Tbb1125VSG-3009,278,2,7
Tbb1125VSG-3009.1,278,2,7
Tbb1125VSG-3011,337,8,9
Tbb1125VSG-3014,764,1,6
Tbb1125VSG-3015,337,8,9
Tbb1125VSG-3016,682,4,6
Tbb1125VSG-3017,688,2,4
Tbb1125VSG-3018,174,6,8
Tbb1125VSG-3019,801,1,2
Tbb1125VSG-3019.1,801,1,2
Tbb1125VSG-3021,637,1,2
Tbb1125VSG-3023,486,3,8
Tbb1125VSG-3025,715,5,7
Tbb1125VSG-3029,425,3,4
Tbb1125VSG-3032,726,3,6
Tbb1125VSG-3033,495,3,7
Tbb1125VSG-3035,802,4,5
Tbb1125VSG-3036,803,5,8
Tbb1125VSG-3037,804,1,3
Tbb1125VSG-3039,554,1,10
Tbb1125VSG-3041,509,6,9
Tbb1125VSG-3043,102,9,10
Tbb1125VSG-3044,562,7,15
Tbb1125VSG-3045,102,9,10
Tbb1125VSG-3048,805,1,2
Tbb1125VSG-3049,644,1,4
Tbb1125VSG-3050,278,4,7
Tbb1125VSG-3051,806,5,7
Tbb1125VSG-3052,775,3,5
Tbb1125VSG-3053,682,5,6
Tbb1125VSG-3054,807,4,9
Tbb1125VSG-3055,105,4,5
Tbb1125VSG-3057,808,3,4
Tbb1125VSG-3059,809,1,2
Tbb1125VSG-3059.1,809,1,2
Tbb1125VSG-3060,628,1,2
Tbb1125VSG-3062,461,3,4
Tbb1125VSG-3062.1,461,3,4
Tbb1125VSG-3064,810,2,3
Tbb1125VSG-3065,185,3,7
Tbb1125VSG-3066,811,1,6
Tbb1125VSG-3067,300,2,3
Tbb1125VSG-3068,174,7,8
Tbb1125VSG-3069,617,2,5
Tbb1125VSG-3070,561,1,3
Tbb1125VSG-3071,353,1,2
Tbb1125VSG-3072,582,7,12
Tbb1125VSG-3072.1,582,8,12
Tbb1125VSG-3073,495,4,7
Tbb1125VSG-3074,103,1,2
Tbb1125VSG-3075,493,7,9
Tbb1125VSG-3076,148,6,7
Tbb1125VSG-3076.1,148,6,7
Tbb1125VSG-3077,490,14,15
Tbb1125VSG-3079,812,1,2
Tbb1125VSG-3080,473,1,2
Tbb1125VSG-3081,715,4,7
Tbb1125VSG-3083,63,13,14
Tbb1125VSG-3084,108,7,9
Tbb1125VSG-3085,509,6,9
Tbb1125VSG-3088,714,3,4
Tbb1125VSG-3089,713,10,12
Tbb1125VSG-3091,458,2,4
Tbb1125VSG-3095,678,2,4
Tbb1125VSG-3096,674,2,4
Tbb1125VSG-3099,813,1,2
Tbb1125VSG-3100,755,5,6
Tbb1125VSG-3102,301,3,6
Tbb1125VSG-3103,386,4,5
Tbb1125VSG-3104,3,2,3
Tbb1125VSG-3105,619,4,6
Tbb1125VSG-3106,741,5,6
Tbb1125VSG-3108,814,1,2
Tbb1125VSG-3110,114,4,6
Tbb1125VSG-3111,580,3,7
Tbb1125VSG-3116,798,4,5
Tbb1125VSG-3117,652,1,2
Tbb1125VSG-3118,643,2,5
Tbb1125VSG-3120,465,4,11
Tbb1125VSG-3122,365,3,5
Tbb1125VSG-3123,713,8,12
Tbb1125VSG-3125,392,4,8
Tbb1125VSG-3126,49,1,2
Tbb1125VSG-3127,20,3,6
Tbb1125VSG-3128,468,1,4
Tbb1125VSG-3129,815,2,3
Tbb1125VSG-3131,774,6,7
Tbb1125VSG-3131.1,774,6,7
Tbb1125VSG-3133,206,7,8
Tbb1125VSG-3134,306,5,6
Tbb1125VSG-3135,603,3,4
Tbb1125VSG-3138,732,3,4
Tbb1125VSG-3139,643,4,5
Tbb1125VSG-3141,524,3,4
Tbb1125VSG-3142,542,4,8
Tbb1125VSG-3143,816,5,6
Tbb1125VSG-3144,357,6,10
Tbb1125VSG-3149,776,4,5
Tbb1125VSG-3150,817,1,3
Tbb1125VSG-3151,818,1,3
Tbb1125VSG-3153,617,4,5
Tbb1125VSG-3154,687,1,6
Tbb1125VSG-3157,631,3,9
Tbb1125VSG-3158,819,2,4
Tbb1125VSG-3159,455,1,9
Tbb1125VSG-3160,181,8,15
Tbb1125VSG-3162,819,3,4
Tbb1125VSG-3163,558,6,10
Tbb1125VSG-3164,820,1,2
Tbb1125VSG-3166,216,2,6
Tbb1125VSG-3168,63,8,14
Tbb1125VSG-3170,821,1,2
Tbb1125VSG-3172,822,2,6
Tbb1125VSG-3174,756,3,4
Tbb1125VSG-3176,124,3,13
Tbb1125VSG-3180,365,1,5
Tbb1125VSG-3181,581,1,5
Tbb1125VSG-3182,22,5,7
Tbb1125VSG-3183,811,5,6
Tbb1125VSG-3184,684,1,4
Tbb1125VSG-3185,664,1,2
Tbb1125VSG-3190,614,1,2
Tbb1125VSG-3191,596,7,8
Tbb1125VSG-3192,605,5,6
Tbb1125VSG-3193,823,2,3
Tbb1125VSG-3194,670,4,5
Tbb1125VSG-3195,824,1,2
Tbb1125VSG-3196,825,1,2
Tbb1125VSG-3197,826,1,2
Tbb1125VSG-3198,827,2,4
Tbb1125VSG-3199,802,4,5
Tbb1125VSG-3200,509,8,9
Tbb1125VSG-3201,755,5,6
Tbb1125VSG-3202,776,4,5
Tbb1125VSG-3203,690,7,8
Tbb1125VSG-4001,212,5,6
Tbb1125VSG-4001.1,212,5,6
Tbb1125VSG-4003,600,2,3
Tbb1125VSG-4004,396,20,22
Tbb1125VSG-4010,514,3,4
Tbb1125VSG-4012,271,2,5
Tbb1125VSG-4013,658,2,3
Tbb1125VSG-4014,53,3,4
Tbb1125VSG-4014.1,53,3,4
Tbb1125VSG-4014.2,53,3,4
Tbb1125VSG-4016,43,3,4
Tbb1125VSG-4017,43,3,4
Tbb1125VSG-4018,451,7,10
Tbb1125VSG-4019,451,8,10
Tbb1125VSG-4020,294,2,5
Tbb1125VSG-4021,374,3,4
Tbb1125VSG-4022,638,4,5
Tbb1125VSG-4023,108,8,9
Tbb1125VSG-4024,308,1,2
Tbb1125VSG-4025,217,3,4
Tbb1125VSG-4026,259,3,4
Tbb1125VSG-4027,578,1,2
Tbb1125VSG-4028,217,3,4
Tbb1125VSG-4029,471,1,2
Tbb1125VSG-4030,276,7,8
Tbb1125VSG-4032,258,4,5
Tbb1125VSG-4034,712,4,5
Tbb1125VSG-4034.1,712,4,5
Tbb1125VSG-4035,392,5,8
Tbb1125VSG-4036,392,5,8
Tbb1125VSG-4037,137,2,3
Tbb1125VSG-4038,396,21,22
Tbb1125VSG-4039,611,2,3
Tbb1125VSG-4040,389,3,4
Tbb1125VSG-4041,560,8,9
Tbb1125VSG-4042,206,7,8
Tbb1125VSG-4043,118,1,2
Tbb1125VSG-4044,295,6,8
Tbb1125VSG-4045,520,4,5
Tbb1125VSG-4046,635,6,7
Tbb1125VSG-4048,727,1,2
Tbb1125VSG-4049,635,6,7
Tbb1125VSG-4050,259,3,4
Tbb1125VSG-4051,828,1,2
Tbb1125VSG-4052,55,4,5
Tbb1125VSG-4053,391,3,4
Tbb1125VSG-4054,672,4,5
Tbb1125VSG-4055,55,4,5
Tbb1125VSG-4056,178,3,4
Tbb1125VSG-4057,274,3,4
Tbb1125VSG-4057.1,274,3,4
Tbb1125VSG-4058,365,4,5
Tbb1125VSG-4060,286,3,4
Tbb1125VSG-4061,33,9,12
Tbb1125VSG-4062,618,4,5
Tbb1125VSG-4063,733,10,13
Tbb1125VSG-4064,60,6,13
Tbb1125VSG-4066,261,1,2
Tbb1125VSG-4067,220,2,3
Tbb1125VSG-4068,79,5,6
Tbb1125VSG-4069,63,13,14
Tbb1125VSG-4071,113,3,4
Tbb1125VSG-4072,64,4,5
Tbb1125VSG-4073,181,14,15
Tbb1125VSG-4075,181,14,15
Tbb1125VSG-4076,635,6,7
Tbb1125VSG-4076.1,635,6,7
Tbb1125VSG-4077,67,3,4
Tbb1125VSG-4078,160,7,8
Tbb1125VSG-4078.1,160,7,8
Tbb1125VSG-4079,69,4,5
Tbb1125VSG-4081,625,3,4
Tbb1125VSG-4082,497,7,10
Tbb1125VSG-4083,287,5,6
Tbb1125VSG-4084,81,6,7
Tbb1125VSG-4085,206,7,8
Tbb1125VSG-4086,341,3,4
Tbb1125VSG-4087,341,3,4
Tbb1125VSG-4088,317,5,11
Tbb1125VSG-4089,226,6,8
Tbb1125VSG-4090,56,3,4
Tbb1125VSG-4091,79,5,6
Tbb1125VSG-4092,385,9,10
Tbb1125VSG-4093,624,6,7
Tbb1125VSG-4094,245,1,2
Tbb1125VSG-4095,777,3,4
Tbb1125VSG-4096,110,2,3
Tbb1125VSG-4097,276,6,8
Tbb1125VSG-4098,584,1,2
Tbb1125VSG-4099,579,2,3
Tbb1125VSG-4100,293,2,4
Tbb1125VSG-4101,90,1,2
Tbb1125VSG-4103,829,1,2
Tbb1125VSG-4104,224,2,4
Tbb1125VSG-4105,830,1,2
Tbb1125VSG-4106,85,8,9
Tbb1125VSG-4107,23,5,6
Tbb1125VSG-4108,214,5,6
Tbb1125VSG-4109,202,6,8
Tbb1125VSG-4110,808,3,4
Tbb1125VSG-4111,238,1,2
Tbb1125VSG-4112,831,3,8
Tbb1125VSG-4113,277,5,6
Tbb1125VSG-4114,1,6,7
Tbb1125VSG-4115,277,5,6
Tbb1125VSG-4116,206,7,8
Tbb1125VSG-4117,277,5,6
Tbb1125VSG-4118,375,8,9
Tbb1125VSG-4119,92,4,6
Tbb1125VSG-4120,497,7,10
Tbb1125VSG-4121,60,3,13
Tbb1125VSG-4122,235,2,3
Tbb1125VSG-4123,206,7,8
Tbb1125VSG-4124,115,6,7
Tbb1125VSG-4125,115,6,7
Tbb1125VSG-4126,51,5,7
Tbb1125VSG-4127,472,8,9
Tbb1125VSG-4128,78,5,6
Tbb1125VSG-4129,673,5,6
Tbb1125VSG-4130,115,6,7
Tbb1125VSG-4131,96,2,3
Tbb1125VSG-4132,28,3,4
Tbb1125VSG-4133,493,8,9
Tbb1125VSG-4134,445,2,3
Tbb1125VSG-4135,429,2,3
Tbb1125VSG-4136,625,3,4
Tbb1125VSG-4137,804,2,3
Tbb1125VSG-4138,625,3,4
Tbb1125VSG-4139,73,3,4
Tbb1125VSG-4140,349,7,8
Tbb1125VSG-4141,559,4,5
Tbb1125VSG-4143,480,12,13
Tbb1125VSG-4144,43,3,4
Tbb1125VSG-4145,627,1,2
Tbb1125VSG-4146,710,1,2
Tbb1125VSG-4147,645,10,12
Tbb1125VSG-4148,226,6,8
Tbb1125VSG-4149,108,8,9
Tbb1125VSG-4150,108,8,9
Tbb1125VSG-4151,97,2,3
Tbb1125VSG-4152,670,4,5
Tbb1125VSG-4153,249,1,2
Tbb1125VSG-4154,641,2,3
Tbb1125VSG-4155,285,2,5
Tbb1125VSG-4156,114,4,6
Tbb1125VSG-4157,696,3,4
Tbb1125VSG-4158,587,1,2
Tbb1125VSG-4159,29,2,3
Tbb1125VSG-4160,161,11,12
Tbb1125VSG-4161,69,4,5
Tbb1125VSG-4162,30,3,4
Tbb1125VSG-4163,528,3,5
Tbb1125VSG-4164,307,1,2
Tbb1125VSG-4165,229,2,3
Tbb1125VSG-4166,591,4,5
Tbb1125VSG-4167,832,3,4
Tbb1125VSG-4169,357,9,10
Tbb1125VSG-4170,156,2,3
Tbb1125VSG-4173,285,3,5
Tbb1125VSG-4174,583,6,7
Tbb1125VSG-4175,161,11,12
Tbb1125VSG-4176,668,3,4
Tbb1125VSG-4177,123,6,7
Tbb1125VSG-4178,105,4,5
Tbb1125VSG-4180,123,6,7
Tbb1125VSG-4181,123,6,7
Tbb1125VSG-4182,686,4,5
Tbb1125VSG-4183,290,7,9
Tbb1125VSG-4184,291,3,4
Tbb1125VSG-4184.1,291,3,4
Tbb1125VSG-4185,125,1,2
Tbb1125VSG-4186,367,5,8
Tbb1125VSG-4188,583,6,7
Tbb1125VSG-4189,290,7,9
Tbb1125VSG-4190,626,1,2
Tbb1125VSG-4192,608,3,4
Tbb1125VSG-4193,771,3,5
Tbb1125VSG-4194,16,5,6
Tbb1125VSG-4195,129,2,3
Tbb1125VSG-4196,130,1,2
Tbb1125VSG-4197,214,5,6
Tbb1125VSG-4198,580,6,7
Tbb1125VSG-4199,198,1,2
Tbb1125VSG-4200,297,5,6
Tbb1125VSG-4201,582,11,12
Tbb1125VSG-4201.1,582,11,12
Tbb1125VSG-4201.2,582,10,12
Tbb1125VSG-4201.3,582,10,12
Tbb1125VSG-4202,134,1,2
Tbb1125VSG-4203,833,2,3
Tbb1125VSG-4204,832,3,4
Tbb1125VSG-4205,297,5,6
Tbb1125VSG-4206,285,3,5
Tbb1125VSG-4207,232,3,4
Tbb1125VSG-4208,302,2,3
Tbb1125VSG-4209,633,9,14
Tbb1125VSG-4210,265,5,9
Tbb1125VSG-4211,192,2,3
Tbb1125VSG-4212,452,2,3
Tbb1125VSG-4214,173,1,2
Tbb1125VSG-4215,232,3,4
Tbb1125VSG-4216,41,3,4
Tbb1125VSG-4217,135,4,5
Tbb1125VSG-4218,268,4,5
Tbb1125VSG-4219,606,2,3
Tbb1125VSG-4220,146,11,12
Tbb1125VSG-4221,594,3,6
Tbb1125VSG-4222,73,3,4
Tbb1125VSG-4223,834,2,3
Tbb1125VSG-4224,268,4,5
Tbb1125VSG-4225,310,2,3
Tbb1125VSG-4226,310,2,3
Tbb1125VSG-4227,304,20,21
Tbb1125VSG-4228,142,5,6
Tbb1125VSG-4229,648,3,4
Tbb1125VSG-4230,831,5,8
Tbb1125VSG-4231,313,3,4
Tbb1125VSG-4232,594,4,6
Tbb1125VSG-4233,257,2,6
Tbb1125VSG-4234,226,7,8
Tbb1125VSG-4235,153,6,7
Tbb1125VSG-4236,94,6,9
Tbb1125VSG-4237,670,4,5
Tbb1125VSG-4238,288,2,3
Tbb1125VSG-4239,167,3,4
Tbb1125VSG-4240,153,6,7
Tbb1125VSG-4241,318,4,5
Tbb1125VSG-4242,317,6,11
Tbb1125VSG-4243,288,2,3
Tbb1125VSG-4244,773,1,2
Tbb1125VSG-4245,38,3,4
Tbb1125VSG-4246,163,1,2
Tbb1125VSG-4247,636,8,9
Tbb1125VSG-4247.1,636,5,9
Tbb1125VSG-4248,168,5,7
Tbb1125VSG-4249,518,9,10
Tbb1125VSG-4250,243,1,2
Tbb1125VSG-4251,168,5,7
Tbb1125VSG-4252,290,7,9
Tbb1125VSG-4253,654,2,3
Tbb1125VSG-4254,605,5,6
Tbb1125VSG-4255,169,3,4
Tbb1125VSG-4256,384,3,4
Tbb1125VSG-4257,146,11,12
Tbb1125VSG-4258,518,9,10
Tbb1125VSG-4259,132,14,18
Tbb1125VSG-4260,396,21,22
Tbb1125VSG-4261,318,4,5
Tbb1125VSG-4262,396,21,22
Tbb1125VSG-4263,644,3,4
Tbb1125VSG-4264,504,4,5
Tbb1125VSG-4265,175,1,2
Tbb1125VSG-4266,161,10,12
Tbb1125VSG-4268,161,9,12
Tbb1125VSG-4268.1,161,11,12
Tbb1125VSG-4269,179,3,4
Tbb1125VSG-4270,212,5,6
Tbb1125VSG-4271,377,3,4
Tbb1125VSG-4271.1,377,3,4
Tbb1125VSG-4272,529,3,7
Tbb1125VSG-4273,529,6,7
Tbb1125VSG-4274,657,2,3
Tbb1125VSG-4275,40,7,8
Tbb1125VSG-4276,541,8,9
Tbb1125VSG-4277,542,3,8
Tbb1125VSG-4278,822,5,6
Tbb1125VSG-4280,715,3,7
Tbb1125VSG-4281,802,4,5
Tbb1125VSG-4282,169,3,4
Tbb1125VSG-4283,717,1,2
Tbb1125VSG-4284,253,4,5
Tbb1125VSG-4285,117,6,7
Tbb1125VSG-4286,373,8,9
Tbb1125VSG-4287,621,3,4
Tbb1125VSG-4288,776,4,5
Tbb1125VSG-4289,749,3,5
Tbb1125VSG-4291,465,4,11
Tbb1125VSG-4292,666,2,3
Tbb1125VSG-4293,206,7,8
Tbb1125VSG-4294,684,2,4
Tbb1125VSG-4295,835,1,2
Tbb1125VSG-4296,836,1,2
Tbb1125VSG-4297,712,4,5
Tbb1125VSG-4298,837,1,2
Tbb1125VSG-4299,759,1,2
Tbb1125VSG-4302,838,2,3
Tbb1125VSG-4302.1,838,2,3
Tbb1125VSG-4303,839,1,2
Tbb1125VSG-4304,745,6,7
Tbb1125VSG-4305,470,2,3
Tbb1125VSG-4307,516,2,3
Tbb1125VSG-4308,827,2,4
Tbb1125VSG-4309,840,1,2
Tbb1125VSG-4311,836,1,2
Tbb1125VSG-4315,716,3,4
Tbb1125VSG-4317,841,2,3
Tbb1125VSG-4318,782,3,4
Tbb1125VSG-4320,838,2,3
Tbb1125VSG-4322,557,7,10
Tbb1125VSG-4322.1,557,7,10
Tbb1125VSG-4325,842,2,3
Tbb1125VSG-4325.3,842,2,3
Tbb1125VSG-4327.1,842,2,3
Tbb1125VSG-4328,843,1,2
Tbb1125VSG-4329,330,1,2
Tbb1125VSG-4330,843,1,2
Tbb1125VSG-4331,693,4,6
Tbb1125VSG-4332,182,5,6
Tbb1125VSG-4332.1,182,5,6
Tbb1125VSG-4333,177,3,4
Tbb1125VSG-4334,132,16,18
Tbb1125VSG-4335,185,3,7
Tbb1125VSG-4336,332,11,15
Tbb1125VSG-4337,295,5,8
Tbb1125VSG-4338,466,4,5
Tbb1125VSG-4339,260,5,6
Tbb1125VSG-4340,179,3,4
Tbb1125VSG-4342,844,4,5
Tbb1125VSG-4343,820,1,2
Tbb1125VSG-4344,123,6,7
Tbb1125VSG-4345,193,4,5
Tbb1125VSG-4346,66,4,5
Tbb1125VSG-4348,432,3,4
Tbb1125VSG-4350,335,11,12
Tbb1125VSG-4351,845,2,3
Tbb1125VSG-4352,715,5,7
Tbb1125VSG-4353,255,1,2
Tbb1125VSG-4354,7,6,7
Tbb1125VSG-4355,7,6,7
Tbb1125VSG-4356,392,7,8
Tbb1125VSG-4357,184,9,10
Tbb1125VSG-4358,7,6,7
Tbb1125VSG-4359,7,6,7
Tbb1125VSG-4560,211,2,3
Tbb1125VSG-4561,305,6,7
Tbb1125VSG-4562,184,9,10
Tbb1125VSG-4563,297,5,6
Tbb1125VSG-4564,550,1,2
Tbb1125VSG-4565,469,3,4
Tbb1125VSG-4566,274,3,4
Tbb1125VSG-4567,834,2,3
Tbb1125VSG-4568,690,7,8
Tbb1125VSG-4569,364,4,5
Tbb1125VSG-4570,539,1,2
Tbb1125VSG-4571,36,3,7
Tbb1125VSG-4673,812,1,2
Tbb1125VSG-4674,79,5,6
Tbb1125VSG-4675,9,3,4
Tbb1125VSG-4676,346,3,4
Tbb1125VSG-4677,346,3,4
Tbb1125VSG-4678,846,1,2
Tbb1125VSG-4680,490,14,15
Tbb1125VSG-4680.1,490,14,15
Tbb1125VSG-4681,400,3,4
Tbb1125VSG-4682,252,2,3
Tbb1125VSG-4683,551,15,17
Tbb1125VSG-4685,192,2,3
Tbb1125VSG-4686,193,4,5
Tbb1125VSG-4687,22,6,7
Tbb1125VSG-4688,394,2,7
Tbb1125VSG-4689,265,6,9
Tbb1125VSG-4690,847,1,2
Tbb1125VSG-4690.1,847,1,2
Tbb1125VSG-4691,518,9,10
Tbb1125VSG-4691.1,518,9,10
Tbb1125VSG-4691.2,518,9,10
Tbb1125VSG-4692,490,14,15
Tbb1125VSG-4693,187,5,7
Tbb1125VSG-4694,61,2,8
Tbb1125VSG-4698,599,1,2
Tbb1125VSG-4699,662,1,2
Tbb1125VSG-4700,284,6,7
Tbb1125VSG-4701,229,2,3
Tbb1125VSG-4702,360,2,3
Tbb1125VSG-4704,361,5,6
Tbb1125VSG-4704.1,361,5,6
Tbb1125VSG-4706,124,9,13
Tbb1125VSG-4707,202,5,8
Tbb1125VSG-4708,64,4,5
Tbb1125VSG-4709,848,1,3
Tbb1125VSG-4710,98,1,3
Tbb1125VSG-4711,506,3,4
Tbb1125VSG-4714,841,2,3
Tbb1125VSG-4715,199,8,9
Tbb1125VSG-4716,376,3,5
Tbb1125VSG-4717,828,1,2
Tbb1125VSG-4718,369,6,7
Tbb1125VSG-4719,555,11,12
Tbb1125VSG-4720,396,21,22
Tbb1125VSG-4721,569,5,6
Tbb1125VSG-4722,67,3,4
Tbb1125VSG-4723,253,4,5
Tbb1125VSG-4724,369,5,7
Tbb1125VSG-4725,204,1,2
Tbb1125VSG-4727,518,9,10
Tbb1125VSG-4728,807,8,9
Tbb1125VSG-4729,381,3,4
Tbb1125VSG-4730,205,2,3
Tbb1125VSG-4731,185,1,7
Tbb1125VSG-4732,597,3,4
Tbb1125VSG-4733,849,1,2
Tbb1125VSG-4734,592,6,7
Tbb1125VSG-4735,234,6,8
Tbb1125VSG-4736,375,7,9
Tbb1125VSG-4737,358,8,9
Tbb1125VSG-4738,223,4,5
Tbb1125VSG-4739,119,4,5
Tbb1125VSG-4740,850,1,2
Tbb1125VSG-4741,851,2,3
Tbb1125VSG-4743,414,6,7
Tbb1125VSG-4744,805,1,2
Tbb1125VSG-4745,313,3,4
Tbb1125VSG-4746,94,6,9
Tbb1125VSG-4747,414,6,7
Tbb1125VSG-4748,852,2,3
Tbb1125VSG-4749,853,1,2
Tbb1125VSG-4750,207,5,9
Tbb1125VSG-4751,414,6,7
Tbb1125VSG-4752,385,9,10
Tbb1125VSG-4753,384,3,4
Tbb1125VSG-4754,752,1,2
Tbb1125VSG-4755,389,3,4
Tbb1125VSG-4756,220,2,3
Tbb1125VSG-4757,411,5,6
Tbb1125VSG-4758,426,4,5
Tbb1125VSG-4759,132,15,18
Tbb1125VSG-4759.1,132,15,18
Tbb1125VSG-4760,5,5,6
Tbb1125VSG-4761,207,6,9
Tbb1125VSG-4762,281,8,12
Tbb1125VSG-4763,411,5,6
Tbb1125VSG-4764,854,4,6
Tbb1125VSG-4765,247,5,9
Tbb1125VSG-4766,744,3,4
Tbb1125VSG-4767,385,9,10
Tbb1125VSG-4768,450,6,7
Tbb1125VSG-4769,207,6,9
Tbb1125VSG-4770,536,3,6
Tbb1125VSG-4771,396,20,22
Tbb1125VSG-4772,207,5,9
Tbb1125VSG-4773,10,5,6
Tbb1125VSG-4774,257,3,6
Tbb1125VSG-4775,480,12,13
Tbb1125VSG-4776,480,11,13
Tbb1125VSG-4777,132,14,18
Tbb1125VSG-4778,99,4,9
Tbb1125VSG-4779,247,5,9
Tbb1125VSG-4780,10,5,6
Tbb1125VSG-4781,641,2,3
Tbb1125VSG-4782,211,2,3
Tbb1125VSG-4783,251,7,10
Tbb1125VSG-4784,234,6,8
Tbb1125VSG-4785,659,4,5
Tbb1125VSG-4786,848,1,3
Tbb1125VSG-4787,440,3,4
Tbb1125VSG-4788,100,12,22
Tbb1125VSG-4789,596,7,8
Tbb1125VSG-4790,265,7,9
Tbb1125VSG-4792,396,21,22
Tbb1125VSG-4793,855,6,7
Tbb1125VSG-4794,440,3,4
Tbb1125VSG-4795,737,2,3
Tbb1125VSG-4796,770,9,10
Tbb1125VSG-4796.1,770,5,10
Tbb1125VSG-4797,535,7,8
Tbb1125VSG-4798,560,7,9
Tbb1125VSG-4800,588,5,6
Tbb1125VSG-4801,259,3,4
Tbb1125VSG-4802,161,10,12
Tbb1125VSG-4803,406,6,7
Tbb1125VSG-4804,401,3,4
Tbb1125VSG-4805,401,3,4
Tbb1125VSG-4806,856,1,2
Tbb1125VSG-4807,570,8,9
Tbb1125VSG-4808,691,1,2
Tbb1125VSG-4809,309,7,9
Tbb1125VSG-4810,61,4,8
Tbb1125VSG-4811,61,5,8
Tbb1125VSG-4813,405,4,6
Tbb1125VSG-4814,411,5,6
Tbb1125VSG-4815,591,3,5
Tbb1125VSG-4816,594,5,6
Tbb1125VSG-4817,558,9,10
Tbb1125VSG-4819,253,4,5
Tbb1125VSG-4820,54,1,2
Tbb1125VSG-4821,281,11,12
Tbb1125VSG-4822,281,9,12
Tbb1125VSG-4823,176,4,6
Tbb1125VSG-4824,37,6,7
Tbb1125VSG-4825,338,1,2
Tbb1125VSG-4826,3,2,3
Tbb1125VSG-4827,570,8,9
Tbb1125VSG-4828,857,1,2
Tbb1125VSG-4829,337,8,9
Tbb1125VSG-4830,421,2,3
Tbb1125VSG-4831,685,6,8
Tbb1125VSG-4832,300,2,3
Tbb1125VSG-4833,463,6,7
Tbb1125VSG-4834,305,6,7
Tbb1125VSG-4835,858,1,2
Tbb1125VSG-4836,770,9,10
Tbb1125VSG-4837,151,3,4
Tbb1125VSG-4838,44,1,5
Tbb1125VSG-4839,526,7,10
Tbb1125VSG-4841,739,4,5
Tbb1125VSG-4842,309,6,9
Tbb1125VSG-4843,144,6,9
Tbb1125VSG-4844,728,3,4
Tbb1125VSG-4845,859,1,2
Tbb1125VSG-4846,367,4,8
Tbb1125VSG-4847,251,8,10
Tbb1125VSG-4847.1,251,8,10
Tbb1125VSG-4849,51,5,7
Tbb1125VSG-4850,693,2,6
Tbb1125VSG-4851,306,4,6
Tbb1125VSG-4852,246,2,4
Tbb1125VSG-4853,80,5,6
Tbb1125VSG-4854,148,5,7
Tbb1125VSG-4855,295,7,8
Tbb1125VSG-4857,33,8,12
Tbb1125VSG-4858,203,1,2
Tbb1125VSG-4860,492,4,8
Tbb1125VSG-4861,397,3,5
Tbb1125VSG-4867,450,6,7
Tbb1125VSG-4868,741,5,6
Tbb1125VSG-4869,860,1,2
Tbb1125VSG-4870,860,1,2
Tbb1125VSG-4871,170,4,5
Tbb1125VSG-4872,686,4,5
Tbb1125VSG-4873,696,3,4
Tbb1125VSG-4874,683,1,2
Tbb1125VSG-4875,124,6,13
Tbb1125VSG-4876,60,2,13
Tbb1125VSG-4877,260,5,6
Tbb1125VSG-4878,555,6,12
Tbb1125VSG-4879,490,14,15
Tbb1125VSG-4880,861,1,2
Tbb1125VSG-4880.1,861,1,2
Tbb1125VSG-4882,271,3,5
Tbb1125VSG-4885,142,5,6
Tbb1125VSG-4886,500,3,4
Tbb1125VSG-4887,142,5,6
Tbb1125VSG-4888,619,4,6
Tbb1125VSG-4889,685,7,8
Tbb1125VSG-4892,216,3,6
Tbb1125VSG-4892.1,216,3,6
Tbb1125VSG-4895,156,2,3
Tbb1125VSG-4896,385,9,10
Tbb1125VSG-4897,152,5,9
Tbb1125VSG-4898,16,5,6
Tbb1125VSG-4899,302,2,3
Tbb1125VSG-4900,396,20,22
Tbb1125VSG-4903,85,8,9
